5688.821635 # # #
ttyUSB0             	5661.282721         	0                   	0.000057            
ttyUSB0             	5661.282721         	0                   	0.000021            
ttyUSB0             	5661.282721         	0                   	0.001863            
ttyUSB0             	5661.282721         	0                   	0.000016            
ttyUSB0             	5661.282721         	0                   	0.-00106            
ttyUSB0             	5661.282721         	0                   	0.000000            
ttyUSB0             	5661.282721         	0                   	0.002147            
ttyUSB0             	5661.282721         	0                   	0.000598            
ttyUSB0             	5661.282721         	0                   	0.002439            
ttyUSB0             	5661.282721         	0                   	0.000260            
ttyUSB0             	5661.282721         	0                   	0.002744            
