24171.599167 # # #
ttyUSB0             	24151.802686        	0                   	0.000000            
ttyUSB0             	24151.802686        	0                   	0.000283            
ttyUSB0             	24151.802686        	0                   	0.-00227            
ttyUSB0             	24151.802686        	0                   	0.007174            
ttyUSB0             	24151.802686        	0                   	0.-00213            
ttyUSB0             	24151.802686        	0                   	0.000101            
ttyUSB0             	24151.802686        	0                   	0.000407            
ttyUSB0             	24151.802686        	0                   	0.005244            
ttyUSB0             	24151.802686        	0                   	0.002061            
ttyUSB0             	24151.802686        	0                   	0.000022            
ttyUSB0             	24151.802686        	0                   	0.000349            
ttyUSB0             	24151.802686        	0                   	0.000466            
