236.469255 # # #
ttyUSB0             	223.089922          	0                   	0.000332            
ttyUSB0             	223.089922          	0                   	0.000119            
ttyUSB0             	223.089922          	0                   	0.001401            
ttyUSB0             	223.089922          	0                   	0.000094            
ttyUSB0             	223.089922          	0                   	0.000380            
ttyUSB0             	223.089922          	0                   	0.000096            
ttyUSB0             	223.089922          	0                   	0.000125            
ttyUSB0             	223.089922          	0                   	0.000099            
ttyUSB0             	223.089922          	0                   	0.000311            
ttyUSB0             	223.089922          	0                   	0.000160            
