2731.747382 # # #
ttyUSB0             	2719.162907         	0                   	0.000172            
ttyUSB0             	2719.162907         	0                   	0.000026            
ttyUSB0             	2719.162907         	0                   	0.003867            
ttyUSB0             	2719.162907         	0                   	0.001607            
ttyUSB0             	2719.162907         	0                   	0.000563            
ttyUSB0             	2719.162907         	0                   	0.000011            
ttyUSB0             	2719.162907         	0                   	0.000020            
ttyUSB0             	2719.162907         	0                   	0.000056            
ttyUSB0             	2719.162907         	0                   	0.000156            
ttyUSB0             	2719.162907         	0                   	0.000450            
ttyUSB0             	2719.162907         	0                   	0.000434            
ttyUSB0             	2719.162907         	0                   	0.-01546            
ttyUSB0             	2719.162907         	0                   	0.000021            
ttyUSB0             	2719.162907         	0                   	0.000264            
ttyUSB0             	2719.162907         	0                   	0.000893            
ttyUSB0             	2719.162907         	0                   	0.000084            
ttyUSB0             	2719.162907         	0                   	0.000285            
ttyUSB0             	2719.162907         	0                   	0.000289            
ttyUSB0             	2719.162907         	0                   	0.000351            
ttyUSB0             	2719.162907         	0                   	0.-00716            
ttyUSB0             	2719.162907         	0                   	0.-00080            
ttyUSB0             	2719.162907         	0                   	0.011285            
